date,year,month,day,day_of_week,week_of_year,meal_type,menu_item,menu_popularity,weather,temperature_c,is_exam_period,is_festival,is_weekend,is_start_semester,is_end_semester,is_monsoon,total_capacity,students_attended,attendance_rate,food_prepared_kg,food_consumed_kg,food_wasted_kg,waste_percentage,cost_per_kg_rs,total_cost_rs,waste_cost_rs,staff_count,serving_duration_mins,student_satisfaction
2024-02-12,2024,2,12,Monday,7,Dinner,Roti-Dal,3.3,Sunny,27.3,False,False,False,False,False,False,800,403,54.0,155.16,129.81,25.35,16.34,98.96,15354.78,2508.62,10,59,3.41
2024-02-13,2024,2,13,Tuesday,7,Breakfast,Poha,3.7,Sunny,27.8,False,False,False,False,False,False,800,466,56.78,179.41,140.58,38.83,21.64,117.51,21082.55,4562.35,9,57,3.74
2024-02-13,2024,2,13,Tuesday,7,Lunch,Roti-Paneer,4.0,Sunny,27.8,False,False,False,False,False,False,800,595,72.93,229.08,187.1,41.98,18.33,130.72,29944.9,5487.54,12,83,3.98
2024-02-13,2024,2,13,Tuesday,7,Dinner,Rice-Rajma,3.8,Sunny,27.8,False,False,False,False,False,False,800,528,62.01,203.28,158.94,44.34,21.81,93.59,19024.62,4149.92,9,68,3.79
2024-02-14,2024,2,14,Wednesday,7,Breakfast,Upma,3.5,Sunny,28.0,False,False,False,False,False,False,800,474,53.2,182.49,149.88,32.61,17.87,99.2,18103.34,3235.34,8,80,3.63
2024-02-14,2024,2,14,Wednesday,7,Lunch,Rice-Sambar,3.6,Sunny,28.0,False,False,False,False,False,False,800,515,65.89,198.28,170.23,28.05,14.14,124.65,24715.15,3495.87,11,51,3.96
2024-02-14,2024,2,14,Wednesday,7,Dinner,Paratha-Paneer,4.1,Sunny,28.0,False,False,False,False,False,False,800,620,63.84,238.7,196.91,41.79,17.51,112.86,26939.15,4716.64,11,66,4.0
2024-02-15,2024,2,15,Thursday,7,Breakfast,Dosa,4.6,Sunny,29.9,False,False,False,False,False,False,800,470,63.2,180.95,155.31,25.64,14.17,113.44,20527.16,2909.14,8,70,4.49
2024-02-15,2024,2,15,Thursday,7,Lunch,Biryani,4.8,Sunny,29.9,False,False,False,False,False,False,800,579,79.25,222.91,183.95,38.97,17.48,128.05,28544.62,4990.06,9,54,4.78
2024-02-15,2024,2,15,Thursday,7,Dinner,Rice-Curd-Pickle,3.2,Sunny,29.9,False,False,False,False,False,False,800,433,52.17,166.7,143.2,23.5,14.1,85.96,14330.41,2020.42,9,52,3.54
2024-02-16,2024,2,16,Friday,7,Breakfast,Paratha-Curry,3.7,Sunny,27.3,False,False,False,False,False,False,800,399,47.32,153.61,127.03,26.59,17.31,123.29,18939.08,3277.96,12,69,3.84
2024-02-16,2024,2,16,Friday,7,Lunch,Chole-Bhature,4.5,Sunny,27.3,False,False,False,False,False,False,800,550,66.3,211.75,172.15,39.6,18.7,140.21,29689.82,5552.75,11,64,4.46
2024-02-16,2024,2,16,Friday,7,Dinner,Noodles,4.2,Sunny,27.3,False,False,False,False,False,False,800,441,55.58,169.78,132.13,37.66,22.18,147.21,24993.64,5543.52,8,58,4.27
2024-02-17,2024,2,17,Saturday,7,Breakfast,Bread-Omelette,3.9,Sunny,25.5,False,False,True,False,False,False,800,291,41.58,112.03,87.4,24.64,21.99,96.79,10843.93,2384.49,12,49,3.85
2024-02-17,2024,2,17,Saturday,7,Lunch,Fried Rice,4.2,Sunny,25.5,False,False,True,False,False,False,800,410,53.3,157.85,127.84,30.01,19.01,128.26,20245.21,3849.32,11,63,4.0
2024-02-17,2024,2,17,Saturday,7,Dinner,Roti-Paneer,4.0,Sunny,25.5,False,False,True,False,False,False,800,387,45.38,149.0,119.03,29.96,20.11,99.79,14868.25,2989.73,11,49,4.16
2024-02-18,2024,2,18,Sunday,7,Breakfast,Puri-Bhaji,4.3,Rainy,28.6,False,False,True,False,False,False,800,321,44.66,123.59,104.35,19.24,15.57,123.75,15294.15,2380.56,9,72,4.11
2024-02-18,2024,2,18,Sunday,7,Lunch,Rice-Chicken,4.7,Rainy,28.6,False,False,True,False,False,False,800,469,57.97,180.56,143.22,37.35,20.68,90.43,16328.36,3377.28,10,54,4.37
2024-02-18,2024,2,18,Sunday,7,Dinner,Khichdi,3.0,Rainy,28.6,False,False,True,False,False,False,800,306,37.12,117.81,92.81,25.0,21.22,101.53,11961.58,2538.11,12,63,3.35
2024-02-19,2024,2,19,Monday,8,Breakfast,Idli-Sambar,3.9,Sunny,25.3,False,False,False,False,False,False,800,458,56.7,176.33,141.13,35.2,19.96,108.18,19074.6,3807.83,10,77,4.02
2024-02-19,2024,2,19,Monday,8,Lunch,Rice-Dal-Sabzi,3.4,Sunny,25.3,False,False,False,False,False,False,800,501,62.47,192.89,156.72,36.16,18.75,121.86,23505.46,4406.72,11,65,3.7
2024-02-19,2024,2,19,Monday,8,Dinner,Roti-Dal,3.3,Sunny,25.3,False,False,False,False,False,False,800,392,54.0,150.92,116.97,33.95,22.49,96.02,14492.05,3259.57,12,82,3.79
2024-02-20,2024,2,20,Tuesday,8,Breakfast,Poha,3.7,Rainy,29.1,False,False,False,False,False,False,800,521,62.46,200.59,167.26,33.33,16.62,98.87,19830.99,3295.04,8,56,3.85
2024-02-20,2024,2,20,Tuesday,8,Lunch,Roti-Paneer,4.0,Rainy,29.1,False,False,False,False,False,False,800,696,80.22,267.96,222.93,45.03,16.8,144.13,38619.76,6489.84,9,82,4.05
2024-02-20,2024,2,20,Tuesday,8,Dinner,Rice-Rajma,3.8,Rainy,29.1,False,False,False,False,False,False,800,590,68.21,227.15,192.34,34.81,15.33,147.83,33580.46,5146.22,11,67,3.89
2024-02-21,2024,2,21,Wednesday,8,Breakfast,Upma,3.5,Sunny,23.9,False,False,False,False,False,False,800,393,53.2,151.31,118.36,32.95,21.78,91.26,13807.75,3006.83,11,89,3.72
2024-02-21,2024,2,21,Wednesday,8,Lunch,Rice-Sambar,3.6,Sunny,23.9,False,False,False,False,False,False,800,548,65.89,210.98,175.74,35.24,16.7,108.03,22792.52,3807.21,12,47,3.77
2024-02-21,2024,2,21,Wednesday,8,Dinner,Paratha-Paneer,4.1,Sunny,23.9,False,False,False,False,False,False,800,530,63.84,204.05,163.51,40.54,19.87,102.63,20941.48,4160.66,11,77,4.29
2024-02-22,2024,2,22,Thursday,8,Breakfast,Dosa,4.6,Sunny,29.5,False,False,False,False,False,False,800,660,63.2,254.1,216.43,37.67,14.82,112.34,28545.17,4231.52,8,57,4.5
2024-02-22,2024,2,22,Thursday,8,Lunch,Biryani,4.8,Sunny,29.5,False,False,False,False,False,False,800,662,79.25,254.87,211.37,43.5,17.07,114.89,29283.17,4997.75,11,48,4.5
2024-02-22,2024,2,22,Thursday,8,Dinner,Rice-Curd-Pickle,3.2,Sunny,29.5,False,False,False,False,False,False,800,454,52.17,174.79,143.79,31.0,17.73,144.94,25333.55,4492.75,11,89,3.51
2024-02-23,2024,2,23,Friday,8,Breakfast,Paratha-Curry,3.7,Sunny,30.9,False,False,False,False,False,False,800,397,47.32,152.84,126.86,25.98,17.0,135.95,20779.58,3532.49,9,64,3.89
2024-02-23,2024,2,23,Friday,8,Lunch,Chole-Bhature,4.5,Sunny,30.9,False,False,False,False,False,False,800,516,66.3,198.66,163.48,35.18,17.71,86.52,17188.99,3043.62,8,74,4.63
2024-02-23,2024,2,23,Friday,8,Dinner,Noodles,4.2,Sunny,30.9,False,False,False,False,False,False,800,470,55.58,180.95,150.48,30.47,16.84,90.78,16426.28,2766.02,10,77,4.31
2024-02-24,2024,2,24,Saturday,8,Breakfast,Bread-Omelette,3.9,Sunny,25.7,False,False,True,False,False,False,800,325,41.58,125.12,102.18,22.95,18.34,113.06,14146.06,2594.52,11,80,3.85
2024-02-24,2024,2,24,Saturday,8,Lunch,Fried Rice,4.2,Sunny,25.7,False,False,True,False,False,False,800,409,53.3,157.46,124.41,33.06,20.99,121.96,19203.87,4031.75,9,49,4.11
2024-02-24,2024,2,24,Saturday,8,Dinner,Roti-Paneer,4.0,Sunny,25.7,False,False,True,False,False,False,800,365,45.38,140.53,118.68,21.85,15.55,109.05,15323.68,2382.13,12,62,4.22
2024-02-25,2024,2,25,Sunday,8,Breakfast,Puri-Bhaji,4.3,Sunny,34.9,False,False,True,False,False,False,800,275,40.6,105.88,84.69,21.19,20.01,121.09,12819.94,2565.67,11,54,4.26
2024-02-25,2024,2,25,Sunday,8,Lunch,Rice-Chicken,4.7,Sunny,34.9,False,False,True,False,False,False,800,444,52.7,170.94,139.62,31.32,18.32,103.27,17653.11,3234.79,12,69,4.54
2024-02-25,2024,2,25,Sunday,8,Dinner,Khichdi,3.0,Sunny,34.9,False,False,True,False,False,False,800,235,33.75,90.48,72.56,17.92,19.8,93.21,8432.78,1669.86,9,81,3.32
2024-02-26,2024,2,26,Monday,9,Breakfast,Idli-Sambar,3.9,Cloudy,26.6,False,False,False,False,False,False,800,492,56.7,189.42,153.44,35.98,18.99,102.27,19372.43,3679.4,11,90,4.19
2024-02-26,2024,2,26,Monday,9,Lunch,Rice-Dal-Sabzi,3.4,Cloudy,26.6,False,False,False,False,False,False,800,501,62.47,192.89,155.73,37.15,19.26,149.19,28776.32,5542.76,9,76,3.86
2024-02-26,2024,2,26,Monday,9,Dinner,Roti-Dal,3.3,Cloudy,26.6,False,False,False,False,False,False,800,394,54.0,151.69,118.96,32.73,21.58,147.57,22385.61,4830.72,10,51,3.75
2024-02-27,2024,2,27,Tuesday,9,Breakfast,Poha,3.7,Sunny,25.9,False,False,False,False,False,False,800,478,56.78,184.03,151.0,33.03,17.95,111.98,20608.59,3698.4,9,71,4.03
2024-02-27,2024,2,27,Tuesday,9,Lunch,Roti-Paneer,4.0,Sunny,25.9,False,False,False,False,False,False,800,548,72.93,210.98,181.63,29.35,13.91,85.24,17983.51,2501.41,10,66,4.13
2024-02-27,2024,2,27,Tuesday,9,Dinner,Rice-Rajma,3.8,Sunny,25.9,False,False,False,False,False,False,800,504,62.01,194.04,156.95,37.09,19.11,85.62,16614.11,3175.59,10,88,4.1
2024-02-28,2024,2,28,Wednesday,9,Breakfast,Upma,3.5,Sunny,28.1,False,False,False,False,False,False,800,402,53.2,154.77,124.05,30.72,19.85,130.31,20168.11,4003.07,11,79,3.52
2024-02-28,2024,2,28,Wednesday,9,Lunch,Rice-Sambar,3.6,Sunny,28.1,False,False,False,False,False,False,800,617,65.89,237.55,185.04,52.51,22.11,124.18,29498.64,6520.75,10,59,3.91
2024-02-28,2024,2,28,Wednesday,9,Dinner,Paratha-Paneer,4.1,Sunny,28.1,False,False,False,False,False,False,800,535,63.84,205.98,167.29,38.69,18.78,86.89,17897.38,3361.5,8,73,3.99
2024-02-29,2024,2,29,Thursday,9,Breakfast,Dosa,4.6,Sunny,21.9,False,False,False,False,False,False,800,512,63.2,197.12,152.84,44.28,22.46,102.71,20245.45,4547.96,8,63,4.43
2024-02-29,2024,2,29,Thursday,9,Lunch,Biryani,4.8,Sunny,21.9,False,False,False,False,False,False,800,600,79.25,231.0,187.54,43.46,18.81,97.09,22428.67,4219.27,11,81,4.72
2024-02-29,2024,2,29,Thursday,9,Dinner,Rice-Curd-Pickle,3.2,Sunny,21.9,False,False,False,False,False,False,800,445,52.17,171.33,135.19,36.13,21.09,92.25,15805.56,3333.46,12,69,3.57
2024-03-01,2024,3,1,Friday,9,Breakfast,Paratha-Curry,3.7,Sunny,25.6,False,False,False,False,False,False,800,374,47.32,143.99,123.21,20.78,14.43,90.02,12961.73,1870.23,11,85,3.75
2024-03-01,2024,3,1,Friday,9,Lunch,Chole-Bhature,4.5,Sunny,25.6,False,False,False,False,False,False,800,551,66.3,212.14,168.85,43.29,20.41,80.66,17110.35,3491.56,11,63,4.5
2024-03-01,2024,3,1,Friday,9,Dinner,Noodles,4.2,Sunny,25.6,False,False,False,False,False,False,800,474,55.58,182.49,143.64,38.85,21.29,110.92,20241.99,4309.75,10,82,4.12
2024-03-02,2024,3,2,Saturday,9,Breakfast,Bread-Omelette,3.9,Rainy,24.4,False,False,True,False,False,False,800,355,45.74,136.67,114.19,22.49,16.45,111.98,15304.66,2517.88,10,57,4.23
2024-03-02,2024,3,2,Saturday,9,Lunch,Fried Rice,4.2,Rainy,24.4,False,False,True,False,False,False,800,450,58.62,173.25,147.32,25.93,14.97,87.47,15153.44,2268.42,11,81,4.15
2024-03-02,2024,3,2,Saturday,9,Dinner,Roti-Paneer,4.0,Rainy,24.4,False,False,True,False,False,False,800,378,49.91,145.53,116.37,29.16,20.04,128.95,18766.03,3760.25,8,87,4.03
2024-03-03,2024,3,3,Sunday,9,Breakfast,Puri-Bhaji,4.3,Sunny,33.3,False,False,True,False,False,False,800,334,40.6,128.59,109.48,19.11,14.86,134.48,17293.02,2570.27,8,83,4.4
2024-03-03,2024,3,3,Sunday,9,Lunch,Rice-Chicken,4.7,Sunny,33.3,False,False,True,False,False,False,800,378,52.7,145.53,123.47,22.06,15.16,143.21,20840.69,3158.62,9,83,4.7
2024-03-03,2024,3,3,Sunday,9,Dinner,Khichdi,3.0,Sunny,33.3,False,False,True,False,False,False,800,289,33.75,111.27,88.19,23.07,20.74,93.31,10382.05,2152.86,10,88,3.49
2024-03-04,2024,3,4,Monday,10,Breakfast,Idli-Sambar,3.9,Cloudy,34.4,False,False,False,False,False,False,800,490,56.7,188.65,157.45,31.2,16.54,89.57,16898.24,2794.58,8,85,4.07
2024-03-04,2024,3,4,Monday,10,Lunch,Rice-Dal-Sabzi,3.4,Cloudy,34.4,False,False,False,False,False,False,800,438,62.47,168.63,135.04,33.59,19.92,110.86,18693.92,3723.6,12,68,3.76
2024-03-04,2024,3,4,Monday,10,Dinner,Roti-Dal,3.3,Cloudy,34.4,False,False,False,False,False,False,800,415,54.0,159.78,124.77,35.0,21.91,100.66,16082.59,3523.35,11,56,3.45
2024-03-05,2024,3,5,Tuesday,10,Breakfast,Poha,3.7,Cloudy,31.8,False,False,False,False,False,False,800,428,56.78,164.78,140.46,24.32,14.76,105.61,17402.42,2568.5,12,62,4.01
2024-03-05,2024,3,5,Tuesday,10,Lunch,Roti-Paneer,4.0,Cloudy,31.8,False,False,False,False,False,False,800,603,72.93,232.16,184.82,47.34,20.39,137.73,31974.31,6519.94,11,63,4.19
2024-03-05,2024,3,5,Tuesday,10,Dinner,Rice-Rajma,3.8,Cloudy,31.8,False,False,False,False,False,False,800,526,62.01,202.51,162.72,39.79,19.65,88.06,17833.41,3503.92,8,54,4.05
2024-03-06,2024,3,6,Wednesday,10,Breakfast,Upma,3.5,Sunny,25.2,False,True,False,False,False,False,800,169,21.28,65.06,54.28,10.79,16.58,127.21,8276.82,1372.2,11,80,3.66
2024-03-06,2024,3,6,Wednesday,10,Lunch,Rice-Sambar,3.6,Sunny,25.2,False,True,False,False,False,False,800,155,26.36,59.68,50.4,9.27,15.54,80.97,4832.14,750.88,12,52,3.77
2024-03-06,2024,3,6,Wednesday,10,Dinner,Paratha-Paneer,4.1,Sunny,25.2,False,True,False,False,False,False,800,187,25.54,72.0,60.04,11.96,16.61,127.06,9147.96,1519.54,12,69,4.29
2024-03-07,2024,3,7,Thursday,10,Breakfast,Dosa,4.6,Rainy,27.2,False,True,False,False,False,False,800,199,27.81,76.61,59.96,16.66,21.74,96.37,7383.2,1605.28,8,84,4.67
2024-03-07,2024,3,7,Thursday,10,Lunch,Biryani,4.8,Rainy,27.2,False,True,False,False,False,False,800,314,34.87,120.89,99.58,21.31,17.62,144.07,17416.37,3069.39,9,86,4.44
2024-03-07,2024,3,7,Thursday,10,Dinner,Rice-Curd-Pickle,3.2,Rainy,27.2,False,True,False,False,False,False,800,162,22.95,62.37,52.87,9.5,15.24,143.66,8959.9,1365.28,10,86,3.47
2024-03-08,2024,3,8,Friday,10,Breakfast,Paratha-Curry,3.7,Sunny,26.7,False,True,False,False,False,False,800,152,18.93,58.52,50.25,8.27,14.12,101.31,5928.4,837.38,11,52,3.68
2024-03-08,2024,3,8,Friday,10,Lunch,Chole-Bhature,4.5,Sunny,26.7,False,True,False,False,False,False,800,236,26.52,90.86,77.54,13.32,14.66,89.5,8131.65,1192.2,11,68,4.5
2024-03-08,2024,3,8,Friday,10,Dinner,Noodles,4.2,Sunny,26.7,False,True,False,False,False,False,800,156,22.23,60.06,50.47,9.59,15.97,146.22,8781.86,1402.59,11,82,4.32
2024-03-09,2024,3,9,Saturday,10,Breakfast,Bread-Omelette,3.9,Sunny,31.5,False,True,True,False,False,False,800,133,16.63,51.2,41.5,9.71,18.96,86.93,4451.33,843.78,11,84,3.96
2024-03-09,2024,3,9,Saturday,10,Lunch,Fried Rice,4.2,Sunny,31.5,False,True,True,False,False,False,800,156,21.32,60.06,51.61,8.45,14.08,82.29,4942.35,695.74,10,58,4.19
2024-03-09,2024,3,9,Saturday,10,Dinner,Roti-Paneer,4.0,Sunny,31.5,False,True,True,False,False,False,800,150,18.15,57.75,49.62,8.13,14.09,139.88,8078.16,1137.88,8,88,4.02
2024-03-10,2024,3,10,Sunday,10,Breakfast,Puri-Bhaji,4.3,Rainy,28.6,False,True,True,False,False,False,800,135,17.86,51.98,43.21,8.77,16.87,84.24,4378.3,738.41,10,57,4.5
2024-03-10,2024,3,10,Sunday,10,Lunch,Rice-Chicken,4.7,Rainy,28.6,False,True,True,False,False,False,800,186,23.19,71.61,61.51,10.1,14.1,137.69,9860.22,1390.28,8,87,4.44
2024-03-10,2024,3,10,Sunday,10,Dinner,Khichdi,3.0,Rainy,28.6,False,True,True,False,False,False,800,114,14.85,43.89,36.47,7.42,16.91,147.98,6494.69,1098.49,8,66,3.26
2024-03-11,2024,3,11,Monday,11,Breakfast,Idli-Sambar,3.9,Sunny,28.3,False,False,False,False,False,False,800,476,56.7,183.26,151.02,32.24,17.59,84.8,15540.94,2734.39,12,58,4.04
2024-03-11,2024,3,11,Monday,11,Lunch,Rice-Dal-Sabzi,3.4,Sunny,28.3,False,False,False,False,False,False,800,562,62.47,216.37,183.19,33.18,15.34,96.31,20838.57,3195.78,9,83,3.43
2024-03-11,2024,3,11,Monday,11,Dinner,Roti-Dal,3.3,Sunny,28.3,False,False,False,False,False,False,800,389,54.0,149.76,127.41,22.35,14.92,90.13,13498.04,2014.39,9,79,3.47
2024-03-12,2024,3,12,Tuesday,11,Breakfast,Poha,3.7,Sunny,34.4,False,False,False,False,False,False,800,383,56.78,147.45,122.8,24.65,16.72,81.8,12062.5,2016.57,8,67,4.0
2024-03-12,2024,3,12,Tuesday,11,Lunch,Roti-Paneer,4.0,Sunny,34.4,False,False,False,False,False,False,800,575,72.93,221.38,175.85,45.52,20.56,102.66,22727.24,4673.69,9,61,3.87
2024-03-12,2024,3,12,Tuesday,11,Dinner,Rice-Rajma,3.8,Sunny,34.4,False,False,False,False,False,False,800,519,62.01,199.81,167.88,31.94,15.98,116.83,23343.58,3731.33,8,75,3.91
2024-03-13,2024,3,13,Wednesday,11,Breakfast,Upma,3.5,Sunny,28.8,False,False,False,False,False,False,800,403,53.2,155.16,128.27,26.89,17.33,111.64,17321.56,3001.88,9,84,3.52
2024-03-13,2024,3,13,Wednesday,11,Lunch,Rice-Sambar,3.6,Sunny,28.8,False,False,False,False,False,False,800,518,65.89,199.43,168.3,31.13,15.61,140.69,28057.54,4378.95,12,64,3.78
2024-03-13,2024,3,13,Wednesday,11,Dinner,Paratha-Paneer,4.1,Sunny,28.8,False,False,False,False,False,False,800,489,63.84,188.26,161.98,26.29,13.96,84.26,15862.79,2214.98,11,70,4.11
2024-03-14,2024,3,14,Thursday,11,Breakfast,Dosa,4.6,Sunny,26.2,False,False,False,False,False,False,800,539,63.2,207.51,173.79,33.72,16.25,111.05,23044.41,3744.92,8,65,4.54
2024-03-14,2024,3,14,Thursday,11,Lunch,Biryani,4.8,Sunny,26.2,False,False,False,False,False,False,800,652,79.25,251.02,195.47,55.55,22.13,99.25,24914.02,5513.51,12,80,4.73
2024-03-14,2024,3,14,Thursday,11,Dinner,Rice-Curd-Pickle,3.2,Sunny,26.2,False,False,False,False,False,False,800,393,52.17,151.31,122.16,29.15,19.26,121.82,18431.59,3550.75,10,74,3.52
2024-03-15,2024,3,15,Friday,11,Breakfast,Paratha-Curry,3.7,Sunny,30.7,False,False,False,False,False,False,800,387,47.32,149.0,125.87,23.12,15.52,88.01,13112.9,2034.77,12,58,3.83
2024-03-15,2024,3,15,Friday,11,Lunch,Chole-Bhature,4.5,Sunny,30.7,False,False,False,False,False,False,800,564,66.3,217.14,185.32,31.82,14.65,108.97,23661.08,3467.23,11,70,4.39
2024-03-15,2024,3,15,Friday,11,Dinner,Noodles,4.2,Sunny,30.7,False,False,False,False,False,False,800,466,55.58,179.41,140.19,39.22,21.86,109.87,19712.4,4309.69,10,68,4.42
2024-03-16,2024,3,16,Saturday,11,Breakfast,Bread-Omelette,3.9,Cloudy,25.5,False,False,True,False,False,False,800,317,41.58,122.05,99.57,22.48,18.42,86.39,10542.95,1941.56,8,50,3.97
2024-03-16,2024,3,16,Saturday,11,Lunch,Fried Rice,4.2,Cloudy,25.5,False,False,True,False,False,False,800,451,53.3,173.64,145.93,27.71,15.96,106.09,18420.12,2939.53,9,80,4.02
2024-03-16,2024,3,16,Saturday,11,Dinner,Roti-Paneer,4.0,Cloudy,25.5,False,False,True,False,False,False,800,380,45.38,146.3,125.77,20.53,14.03,119.32,17456.2,2449.22,8,71,4.01
2024-03-17,2024,3,17,Sunday,11,Breakfast,Puri-Bhaji,4.3,Cloudy,27.9,False,False,True,False,False,False,800,327,40.6,125.89,105.87,20.03,15.91,140.77,17721.79,2818.92,8,63,4.33
2024-03-17,2024,3,17,Sunday,11,Lunch,Rice-Chicken,4.7,Cloudy,27.9,False,False,True,False,False,False,800,464,52.7,178.64,143.75,34.89,19.53,120.45,21517.96,4202.56,9,54,4.64
2024-03-17,2024,3,17,Sunday,11,Dinner,Khichdi,3.0,Cloudy,27.9,False,False,True,False,False,False,800,257,33.75,98.94,78.47,20.47,20.69,87.58,8665.14,1792.7,12,68,3.2
2024-03-18,2024,3,18,Monday,12,Breakfast,Idli-Sambar,3.9,Sunny,29.6,False,False,False,False,False,False,800,445,56.7,171.33,135.91,35.42,20.67,110.04,18852.24,3897.0,12,84,4.06
2024-03-18,2024,3,18,Monday,12,Lunch,Rice-Dal-Sabzi,3.4,Sunny,29.6,False,False,False,False,False,False,800,490,62.47,188.65,156.8,31.85,16.88,81.84,15438.69,2606.75,10,46,3.51
2024-03-18,2024,3,18,Monday,12,Dinner,Roti-Dal,3.3,Sunny,29.6,False,False,False,False,False,False,800,469,54.0,180.56,151.06,29.5,16.34,101.63,18350.63,2998.33,10,67,3.36
2024-03-19,2024,3,19,Tuesday,12,Breakfast,Poha,3.7,Cloudy,30.5,False,False,False,False,False,False,800,483,56.78,185.95,153.27,32.69,17.58,108.05,20093.35,3532.19,9,85,4.08
2024-03-19,2024,3,19,Tuesday,12,Lunch,Roti-Paneer,4.0,Cloudy,30.5,False,False,False,False,False,False,800,643,72.93,247.56,193.36,54.2,21.89,117.13,28997.05,6348.36,11,71,4.05
2024-03-19,2024,3,19,Tuesday,12,Dinner,Rice-Rajma,3.8,Cloudy,30.5,False,False,False,False,False,False,800,496,62.01,190.96,150.29,40.67,21.3,101.81,19442.52,4140.53,10,81,3.98
2024-03-20,2024,3,20,Wednesday,12,Breakfast,Upma,3.5,Cloudy,30.0,False,False,False,False,False,False,800,414,53.2,159.39,125.42,33.97,21.31,132.81,21168.67,4511.66,8,88,3.54
2024-03-20,2024,3,20,Wednesday,12,Lunch,Rice-Sambar,3.6,Cloudy,30.0,False,False,False,False,False,False,800,540,65.89,207.9,169.02,38.88,18.7,109.68,22802.69,4263.87,12,73,3.76
2024-03-20,2024,3,20,Wednesday,12,Dinner,Paratha-Paneer,4.1,Cloudy,30.0,False,False,False,False,False,False,800,504,63.84,194.04,153.74,40.3,20.77,115.86,22482.3,4669.02,10,72,3.97
2024-03-21,2024,3,21,Thursday,12,Breakfast,Dosa,4.6,Cloudy,28.3,False,False,False,False,False,False,800,529,63.2,203.66,168.36,35.31,17.34,116.89,23805.46,4126.71,10,47,4.37
2024-03-21,2024,3,21,Thursday,12,Lunch,Biryani,4.8,Cloudy,28.3,False,False,False,False,False,False,800,592,79.25,227.92,196.52,31.4,13.78,83.83,19107.61,2632.6,9,64,4.84
2024-03-21,2024,3,21,Thursday,12,Dinner,Rice-Curd-Pickle,3.2,Cloudy,28.3,False,False,False,False,False,False,800,486,52.17,187.11,157.64,29.47,15.75,133.49,24977.55,3934.31,10,65,3.34
2024-03-22,2024,3,22,Friday,12,Breakfast,Paratha-Curry,3.7,Sunny,25.0,False,False,False,False,False,False,800,341,47.32,131.28,106.59,24.7,18.81,89.04,11690.01,2199.15,12,90,3.74
2024-03-22,2024,3,22,Friday,12,Lunch,Chole-Bhature,4.5,Sunny,25.0,False,False,False,False,False,False,800,579,66.3,222.91,183.58,39.34,17.65,126.76,28257.46,4986.87,10,49,4.38
2024-03-22,2024,3,22,Friday,12,Dinner,Noodles,4.2,Sunny,25.0,False,False,False,False,False,False,800,472,55.58,181.72,152.68,29.04,15.98,110.54,20086.49,3210.11,11,49,4.38
2024-03-23,2024,3,23,Saturday,12,Breakfast,Bread-Omelette,3.9,Sunny,29.9,False,False,True,False,False,False,800,348,41.58,133.98,110.51,23.47,17.51,129.66,17372.51,3042.72,11,63,3.83
2024-03-23,2024,3,23,Saturday,12,Lunch,Fried Rice,4.2,Sunny,29.9,False,False,True,False,False,False,800,425,53.3,163.62,126.75,36.88,22.54,102.73,16809.81,3788.54,12,74,4.36
2024-03-23,2024,3,23,Saturday,12,Dinner,Roti-Paneer,4.0,Sunny,29.9,False,False,True,False,False,False,800,336,45.38,129.36,110.78,18.58,14.37,86.17,11146.83,1601.32,8,60,4.05
2024-03-24,2024,3,24,Sunday,12,Breakfast,Puri-Bhaji,4.3,Sunny,28.2,False,False,True,False,False,False,800,306,40.6,117.81,91.88,25.93,22.01,140.94,16603.75,3654.87,10,59,4.21
2024-03-24,2024,3,24,Sunday,12,Lunch,Rice-Chicken,4.7,Sunny,28.2,False,False,True,False,False,False,800,453,52.7,174.41,137.43,36.97,21.2,115.73,20184.56,4278.88,8,78,4.57
2024-03-24,2024,3,24,Sunday,12,Dinner,Khichdi,3.0,Sunny,28.2,False,False,True,False,False,False,800,266,33.75,102.41,87.57,14.84,14.49,104.46,10697.37,1550.22,9,60,3.2
2024-03-25,2024,3,25,Monday,13,Breakfast,Idli-Sambar,3.9,Sunny,25.5,False,False,False,False,False,False,800,441,56.7,169.78,133.88,35.91,21.15,90.7,15399.65,3257.03,8,56,4.21
2024-03-25,2024,3,25,Monday,13,Lunch,Rice-Dal-Sabzi,3.4,Sunny,25.5,False,False,False,False,False,False,800,515,62.47,198.28,164.53,33.74,17.02,112.48,22301.32,3795.38,12,82,3.63
2024-03-25,2024,3,25,Monday,13,Dinner,Roti-Dal,3.3,Sunny,25.5,False,False,False,False,False,False,800,412,54.0,158.62,135.9,22.72,14.33,119.51,18957.38,2715.81,12,65,3.75
2024-03-26,2024,3,26,Tuesday,13,Breakfast,Poha,3.7,Cloudy,25.5,False,False,False,False,False,False,800,462,56.78,177.87,139.89,37.98,21.35,84.78,15079.83,3220.29,11,85,3.78
2024-03-26,2024,3,26,Tuesday,13,Lunch,Roti-Paneer,4.0,Cloudy,25.5,False,False,False,False,False,False,800,594,72.93,228.69,182.43,46.26,20.23,83.93,19194.42,3883.08,12,49,3.99
2024-03-26,2024,3,26,Tuesday,13,Dinner,Rice-Rajma,3.8,Cloudy,25.5,False,False,False,False,False,False,800,475,62.01,182.88,148.83,34.05,18.62,83.98,15358.26,2859.55,10,49,4.0
